City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,valley city,46.9233,-98.0032,294.27,41,74,10.09,US,1714072986
362,marsa alam,25.0757,34.8918,301.75,34,0,1.95,EG,1714072987
363,nadym,65.5333,72.5167,268.53,92,100,3.19,RU,1714072987
364,tshabong,-26.05,22.45,299.49,19,83,2.73,BW,1714072987
365,kill devil hills,36.0307,-75.676,285.89,92,4,8.32,US,1714072987
366,kinango,-4.1372,39.3153,296.04,95,96,3.29,KE,1714072988
367,flying fish cove,-10.4217,105.6791,301.38,80,95,7.3,CX,1714072988
368,floro,61.5996,5.0328,278.18,62,94,0.9,NO,1714072988
369,north bend,43.4065,-124.2243,282.87,94,100,8.36,US,1714072988
370,wau,7.7029,27.9953,304.18,39,100,2.31,SS,1714072989
371,oodweyne,9.4092,45.064,297.11,73,100,3.45,SO,1714072989
372,luau,-10.7073,22.2247,292.75,58,12,1.85,AO,1714072989
373,myeik,12.4333,98.6,301.54,79,99,1.43,MM,1714072989
374,altamont,42.2068,-121.7372,283.77,60,100,4.12,US,1714072990
375,bucerias,20.75,-105.3333,304.21,39,0,4.28,MX,1714072977
376,quellon,-43.1167,-73.6167,284.27,80,100,8.14,CL,1714072990
377,arraial do cabo,-22.9661,-42.0278,298.01,86,26,5.88,BR,1714072990
378,kone,-21.0595,164.8658,292.71,94,4,0.7,NC,1714072990
379,nantucket,41.2835,-70.0995,277.63,58,1,5.33,US,1714072991
380,samaniego,1.3385,-77.5957,294.67,90,88,1.45,CO,1714072991
381,senatobia,34.6176,-89.9687,291.52,70,100,2.43,US,1714072991
382,rensselaer,42.7168,-73.4829,281.76,30,0,2.53,US,1714072868
383,khandyga,62.6667,135.6,257.06,100,90,1.02,RU,1714072992
384,tazacorte,28.629,-17.9293,294.61,69,3,2.81,ES,1714072992
385,lautoka,-17.6167,177.4667,298.78,84,12,1.5,FJ,1714072992
386,buka,40.8108,69.1986,291.99,57,100,1.91,UZ,1714072992
387,sabanalarga,10.6296,-74.9206,306.38,50,100,3.92,CO,1714072993
388,sinop,41.7711,34.8709,298.12,25,100,5.61,TR,1714072993
389,kiffa,16.6166,-11.4045,311.23,11,100,1.8,MR,1714072993
390,harper,4.375,-7.7169,301.6,80,100,3.89,LR,1714072993
391,walvis bay,-22.9575,14.5053,290.35,75,0,4.45,NA,1714072994
392,pisco,-13.7,-76.2167,295.15,77,89,3.6,PE,1714072994
393,xilin hot,43.9667,116.0333,279.26,31,99,4.49,CN,1714072994
394,hukumati azrah,34.1736,69.6457,278.5,74,57,1.43,AF,1714072994
395,brownwood,31.7093,-98.9912,296.67,76,100,7.74,US,1714072994
396,myaydo,19.3667,95.2167,303.64,55,7,2.87,MM,1714072995
397,chopinzinho,-25.8558,-52.5233,299.98,69,58,1.66,BR,1714072995
398,mahasamund,21.1,82.1,306.24,26,1,1.77,IN,1714072995
399,murzuq,25.9155,13.9184,298.93,15,0,2.09,LY,1714072995
400,buon ma thuot,12.6667,108.05,296.56,76,100,1.7,VN,1714072996
401,itaituba,-4.2761,-55.9836,297.62,99,100,1.43,BR,1714072996
402,grand falls-windsor,48.9332,-55.6649,279.31,47,1,9.05,CA,1714072997
403,ouani,-12.1322,44.4258,301.07,76,94,4.69,KM,1714072997
404,colonia,50.9333,6.95,280.64,61,100,2.62,DE,1714072997
405,touros,-5.1989,-35.4608,302.66,72,45,5.75,BR,1714072997
406,fernley,39.608,-119.2518,289.42,32,15,4.7,US,1714072998
407,yuzhno-kurilsk,44.0306,145.8556,279.92,95,100,9.82,RU,1714072998
408,mana,5.6592,-53.7767,301.73,60,1,3.26,GF,1714072998
409,gadzhiyevo,69.2551,33.3362,273.72,96,100,1.38,RU,1714072998
410,fort mcmurray,56.7268,-111.381,287.27,26,14,5.63,CA,1714072788
411,orkney,-26.9802,26.6727,294.43,26,6,1.81,ZA,1714072999
412,kollam,8.8833,76.6,302.14,80,99,2.3,IN,1714072999
413,rome,34.257,-85.1647,298.62,32,90,1.33,US,1714072568
414,poco verde,-10.7083,-38.1833,301.26,66,100,2.78,BR,1714073000
415,sao joao da barra,-21.6403,-41.0511,299.35,80,2,6.57,BR,1714073000
416,zaozersk,69.4005,32.4476,273.61,99,100,0.77,RU,1714073000
417,popovo,43.35,26.2333,282.55,95,80,3.57,BG,1714073000
418,revda,56.801,59.9303,274.94,97,48,0.75,RU,1714073001
419,daru,-9.0763,143.2092,300.02,87,100,8.17,PG,1714073001
420,kenda,23.2,86.5333,301.18,20,0,1.02,IN,1714073001
421,ampanihy,-24.7,44.75,294.95,90,27,2.85,MG,1714073001
422,wewak,-3.5534,143.6268,299.98,84,98,1.42,PG,1714073001
423,calama,-22.4667,-68.9333,297.98,13,69,6.86,CL,1714072917
424,caleta de carquin,-11.0925,-77.6267,295.68,78,100,3.55,PE,1714073002
425,mudanya,40.3753,28.8822,291.09,74,100,1.2,TR,1714073002
426,gospic,44.5461,15.3747,276.88,94,0,0.5,HR,1714073003
427,morrope,-6.5417,-80.0111,300.25,55,96,6.83,PE,1714073003
428,planeta rica,8.4147,-75.5883,301.06,76,100,1.81,CO,1714073003
429,aswan,24.0934,32.907,307.82,9,0,4.23,EG,1714073003
430,afif,23.9065,42.9172,300.14,12,32,5.01,SA,1714073004
431,manaure,11.7751,-72.4445,306.52,48,100,7.99,CO,1714073004
432,minas de marcona,-15.2119,-75.1103,294.67,58,79,6.25,PE,1714073004
433,myingyan,21.4667,95.3833,306.29,45,2,4.11,MM,1714073004
434,ghardaia,32.4909,3.6735,292.66,25,98,3.58,DZ,1714073005
435,menongue,-14.6585,17.691,290.99,41,9,1.73,AO,1714073005
436,rantepao,-2.9701,119.8978,292.9,98,99,0.99,ID,1714073005
437,cueto,20.6439,-75.9356,303.77,48,26,6.79,CU,1714073005
438,norfolk,42.1668,-71.2495,287.19,20,0,1.25,US,1714072846
439,mazagao,-0.115,-51.2894,296.91,98,100,1.31,BR,1714073006
440,baiyin,36.5583,104.2081,288.92,31,97,1.86,CN,1714073006
441,cedeira,43.6797,-8.0209,283.37,85,100,5.96,ES,1714073006
442,wanda,-25.9693,-54.5697,304.65,46,7,1.78,AR,1714073007
443,hithadhoo,-0.6,73.0833,302.47,72,100,1.69,MV,1714073007
444,mili,6.0815,171.735,301.25,82,98,9.99,MH,1714073007
445,huarmey,-10.0681,-78.1522,296.89,75,26,5.0,PE,1714073008
446,east london,-33.0153,27.9116,292.47,82,100,5.11,ZA,1714073008
447,port saint john's,-31.6229,29.5448,294.3,86,99,3.82,ZA,1714073008
448,sabang,5.8933,95.3214,301.69,80,100,4.86,ID,1714073008
449,salalah,17.0151,54.0924,300.43,74,1,1.2,OM,1714073009
450,kapuskasing,49.4169,-82.4331,281.2,44,7,3.0,CA,1714073009
451,cedral,23.8,-100.7333,303.02,19,76,1.5,MX,1714073009
452,lichuan,30.3,108.85,284.4,91,100,0.86,CN,1714073009
453,thinadhoo,0.5333,72.9333,302.42,73,100,1.36,MV,1714073010
454,akureyri,65.6835,-18.0878,279.81,76,93,1.45,IS,1714073010
455,santa cruz de tenerife,28.4682,-16.2546,292.08,74,0,6.58,ES,1714073010
456,velizh,55.6056,31.1967,280.15,93,74,1.22,RU,1714073010
457,colesberg,-30.72,25.0972,289.61,45,55,3.77,ZA,1714073011
458,fortuna,40.5982,-124.1573,284.57,92,100,1.5,US,1714073011
459,rumoi,43.9344,141.6428,281.36,94,88,4.37,JP,1714073011
460,al bawiti,28.3492,28.8659,297.07,26,3,8.6,EG,1714073011
461,dunedin,-45.8742,170.5036,280.34,76,100,7.33,NZ,1714072780
462,ocean city,39.2776,-74.5746,282.36,56,6,5.95,US,1714073012
463,yenifakili,39.2114,35.0004,295.44,25,100,5.73,TR,1714073012
464,taroa,8.7058,171.2275,300.78,73,28,10.16,MH,1714073012
465,svoge,42.9667,23.35,280.16,95,95,1.42,BG,1714073013
466,al 'aziziyah,32.9058,45.0616,303.8,20,0,3.71,IQ,1714073013
467,big bend,-26.8167,31.9333,295.08,93,42,1.47,SZ,1714073013
468,aykhal,66.0,111.5,261.37,97,100,3.41,RU,1714073013
469,makar'yev,57.8797,43.8069,285.07,81,100,4.48,RU,1714073014
470,banbridge,54.35,-6.2833,278.54,86,58,2.7,GB,1714073014
471,belyy yar,53.6039,91.3903,272.81,60,59,2.97,RU,1714073014
472,new norfolk,-42.7826,147.0587,283.52,84,100,1.42,AU,1714073014
473,mountain top,40.1068,-75.9527,286.65,49,55,0.62,US,1714073015
474,hechuan,29.9947,106.2572,290.87,86,100,1.05,CN,1714073015
475,kandalaksha,67.162,32.4123,272.14,97,100,1.16,RU,1714073015
476,chui,-33.6971,-53.4616,292.97,62,12,3.32,UY,1714073015
477,san antonio oeste,-40.7319,-64.9477,293.02,31,38,7.77,AR,1714073016
478,maracacume,-2.0428,-45.9592,298.53,94,100,2.0,BR,1714073016
479,asha,54.9973,57.2722,280.16,81,12,2.48,RU,1714073016
480,coquimbo,-29.9533,-71.3436,291.01,57,100,3.8,CL,1714073016
481,krivosheino,57.3431,83.9261,272.96,95,86,1.12,RU,1714073017
482,carutapera,-1.195,-46.02,299.68,92,73,2.69,BR,1714073017
483,motygino,58.1831,94.7592,269.78,99,100,0.87,RU,1714073017
484,barra de santo antonio,-9.4047,-35.5072,302.04,67,7,3.01,BR,1714073017
485,wad az zaki,14.4619,32.2065,307.3,5,3,3.98,SD,1714073018
486,kappeln,54.6612,9.9313,278.33,89,100,3.36,DE,1714073018
487,boyolangu,-8.1181,111.8935,297.8,91,100,1.03,ID,1714073018
488,yagoua,10.3411,15.2329,310.51,12,100,2.58,CM,1714073019
489,yeniseysk,58.4497,92.1703,273.9,98,100,1.58,RU,1714073019
490,tromso,69.6496,18.957,270.98,80,11,2.13,NO,1714073019
491,san pedro pochutla,15.7333,-96.4667,308.23,32,0,3.86,MX,1714073019
492,redencao,-4.2258,-38.7306,301.33,77,100,0.97,BR,1714073020
493,mendi,-6.1761,143.6513,286.49,97,100,1.56,PG,1714073020
494,kampung sungai ara,5.327,100.2735,299.9,79,100,1.98,MY,1714073020
495,tadine,-21.55,167.8833,295.42,76,7,3.01,NC,1714073021
496,tuba city,36.135,-111.2399,285.78,43,100,8.2,US,1714073021
497,thomaston,32.8882,-84.3266,299.46,35,7,1.27,US,1714073021
498,fort bragg,35.139,-79.006,297.73,37,2,3.33,US,1714073021
499,iskitim,54.6366,83.3045,271.33,88,9,1.74,RU,1714073022
500,ipilan,8.8431,117.9033,300.13,85,5,1.63,PH,1714073022
501,mezokovacshaza,46.4,20.9167,283.37,56,100,2.42,HU,1714073022
502,homer,59.6425,-151.5483,279.34,75,100,0.47,US,1714073023
503,den burg,53.0542,4.7972,280.27,70,100,3.53,NL,1714073023
504,moyale,3.5167,39.0584,293.98,73,100,0.84,KE,1714073023
505,rincon,32.296,-81.2354,301.16,30,1,2.09,US,1714073023
506,ebon,4.582,168.6964,301.45,83,37,9.77,MH,1714073024
507,pontes e lacerda,-15.2261,-59.3353,307.25,42,43,1.18,BR,1714073024
508,mahibadhoo,3.7833,72.9667,302.01,77,100,3.71,MV,1714073024
509,zhosaly,45.4878,64.0781,290.71,64,50,4.12,KZ,1714073024
510,fort st. john,56.2499,-120.8529,278.27,59,100,4.97,CA,1714072799
511,preston,53.7667,-2.7167,279.37,75,100,2.96,GB,1714073025
512,nuku'alofa,-21.1333,-175.2,299.9,88,57,4.31,TO,1714073025
513,grimstad,58.3405,8.5934,277.98,74,89,3.77,NO,1714073025
514,tezu,27.9167,96.1667,293.11,49,0,2.95,IN,1714073026
515,beira,-19.8436,34.8389,297.49,78,0,3.92,MZ,1714073026
516,nishinoomote,30.7333,131.0,292.2,69,100,0.37,JP,1714073026
517,cumana,10.4635,-64.1775,302.33,64,44,4.29,VE,1714073027
518,faya-largeau,17.9257,19.1043,309.34,9,0,3.7,TD,1714073027
519,hiratacho,35.4333,132.8167,286.86,82,100,1.78,JP,1714073027
520,casper,42.8666,-106.3131,293.32,26,100,5.58,US,1714073027
521,arawa,-6.2132,155.5367,298.98,88,33,1.17,PG,1714073028
522,al khinzirah,31.0567,35.6017,301.33,11,100,3.11,JO,1714073028
523,sunne,59.8376,13.143,277.29,60,78,1.51,SE,1714073028
524,zuwarah,32.9312,12.082,289.67,49,87,6.33,LY,1714073029
525,aldan,58.6031,125.3894,261.17,98,98,2.18,RU,1714073029
526,morehead city,34.7229,-76.726,294.36,57,4,5.58,US,1714073029
527,moss point,30.4116,-88.5345,298.63,58,0,4.5,US,1714073030
528,montevideo,-34.8335,-56.1674,289.81,70,75,1.75,UY,1714073030
529,mwinilunga,-11.7358,24.4293,289.97,63,6,1.67,ZM,1714073030
530,smirnykh,49.75,142.8333,277.09,97,35,0.45,RU,1714073031
531,mancio lima,-7.6142,-72.8958,302.15,82,99,0.66,BR,1714073031
532,praia,14.9215,-23.5087,297.67,75,24,7.32,CV,1714073031
533,port lincoln,-34.7333,135.8667,287.74,65,100,3.65,AU,1714073032
534,nova vicosa,-17.8919,-39.3719,300.73,63,100,2.96,BR,1714073032
535,saarijarvi,62.7049,25.254,274.35,98,100,4.15,FI,1714073032
536,menaka,15.9182,2.4022,310.1,9,7,3.84,ML,1714073032
537,blenheim,-41.516,173.9528,285.64,70,0,5.44,NZ,1714073033
538,dalnegorsk,44.5604,135.5701,281.09,88,3,1.68,RU,1714073033
539,masterton,-40.9597,175.6575,286.71,82,80,5.29,NZ,1714073033
540,sorong,-0.8833,131.25,299.47,87,91,2.26,ID,1714073034
541,illizi,26.4833,8.4667,301.34,13,0,3.99,DZ,1714073034
542,kilindoni,-7.9139,39.6668,300.51,79,100,6.52,TZ,1714073035
543,mao,39.8885,4.2658,286.82,71,100,4.91,ES,1714073035
544,orlovskiy,46.8714,42.0592,292.9,35,67,9.93,RU,1714073035
545,winnemucca,40.973,-117.7357,285.58,53,99,4.34,US,1714073036
546,andratx,39.5755,2.4202,287.15,71,100,4.0,ES,1714073036
547,asekeyevo,53.5742,52.7972,285.18,69,17,3.14,RU,1714073036
548,tongouson,5.0214,120.1328,301.36,80,100,3.96,PH,1714073037
549,aghajari,30.7006,49.8315,301.25,30,6,3.82,IR,1714073037
550,forster,-32.1667,152.5167,288.32,76,90,3.48,AU,1714073037
551,arvika,59.6553,12.5852,277.2,57,81,0.85,SE,1714073038
552,makhu,31.1033,74.9978,300.83,23,86,1.53,IN,1714073038
553,baruun-urt,46.6806,113.2792,275.11,43,100,3.37,MN,1714073038
554,fredericton,45.9454,-66.6656,279.77,32,80,7.33,CA,1714073039
555,tulagi,-9.0996,160.1476,302.03,78,58,4.84,SB,1714073039
556,ola,59.5833,151.2833,272.4,95,100,3.86,RU,1714073039
557,moyo,3.6609,31.7247,293.76,87,100,0.1,UG,1714073040
558,hotan,37.0997,79.9269,294.52,12,0,3.36,CN,1714073040
559,zhezqazghan,47.7833,67.7667,284.42,26,100,7.09,KZ,1714073041
560,huangnihe,43.5583,128.0239,286.5,55,99,4.94,CN,1714073041
